		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
011111111    1    1    5    5    0    1    5    4 14.549126 0.068529 SUCCESS  73
100000000    0    0    0    1    1    1    1    0 13.417141 0.098280 SUCCESS  74
100010000    0    0    1    5    1    2    2    1 10.530909 0.229720 SUCCESS  75
100100000    2    0    3    0    0    0    1    1 11.911137 0.155213 SUCCESS  76
100101000    1    0    1    2    2    0    1    4  8.773353 0.361775 SUCCESS  77
100110000    1    2    1    4    1    1    0    3  7.204461 0.514742 SUCCESS  78
100111000    3    2    2    1    0    2    1    1  5.446904 0.708915 SUCCESS  79
101000000    1    6    2    0    2    0    2    1 12.351354 0.136202 SUCCESS  80
101000100    2    0    3    5    2    1    1    5 10.123792 0.256445 SUCCESS  81
101001000    3    4    3    0    3    1    3    0  7.456013 0.488323 SUCCESS  82
101001100    4    2    1    1    2    1    3    3  4.066676 0.851058 SUCCESS  83
101010000    2    2    1    1    0    4    1    0  8.773353 0.361775 SUCCESS  84
101010100    1    0    0    6    0    4    3    2 15.019132 0.058775 SUCCESS  85
101011000    2    3    0    3    1    3    1    1  5.572680 0.694975 SUCCESS  86
101011100    2    2    3    1    4    2    0    2  4.851122 0.773363 SUCCESS  87
101100000    0    2    0    1    1    2    2    1  7.800242 0.453223 SUCCESS  88
101100100    0    3    0    1    1    3    2    2  7.141573 0.521438 SUCCESS  89
101101000    2    2    2    2    5    2    0    2  5.761345 0.673945 SUCCESS  90
101101100    1    1    7    4    2    0    3    1 15.207796 0.055229 SUCCESS  91
101110000    2    3    3    0    3    1    3    1  4.851122 0.773363 SUCCESS  92
101110100    2    1    2    2    2    3    2    1  2.246232 0.972517 SUCCESS  93
101111000    2    2    5    2    2    2    3    0  5.824233 0.666913 SUCCESS  94
101111100    6    6    2    4    5    4    1    1 17.531345 0.025028 SUCCESS  95
110000000    0    2    2    0    1    2    3    1  7.078684 0.528168 SUCCESS  96
110000010    0    3    0    2    1    7    1    4 16.839577 0.031824 SUCCESS  97
110000100    2    2    2    2    2    6    2    4  6.923119 0.544950 SUCCESS  98
110001000    2    0    1    3    2    2    1    2  4.662458 0.792968 SUCCESS  99
110001010    3    0    4    1    0    1    3    2  8.114683 0.422349 SUCCESS 100
110010000    2    2    1    1    0    2    1    2  5.384016 0.715853 SUCCESS 101
110010010    0    2    1    0    1    4    2    2  7.988907 0.434555 SUCCESS 102
110010100    4    0    2    1    6    1    4    4 12.854458 0.116956 SUCCESS 103
110011000    1    1    0    3    1    0    0    4 11.252467 0.187800 SUCCESS 104
110011010    2    4    2    0    0    1    1    3  8.051795 0.428427 SUCCESS 105
110100000    0    5    1    3    2    3    3    0  9.150681 0.329745 SUCCESS 106
110100010    1    0    3    3    3    3    3    4  5.102675 0.746548 SUCCESS 107
110100100    2    4    0    1    1    2    1    1  7.141573 0.521438 SUCCESS 108
110101000    1    1    0    4    2    1    1    1  7.926019 0.440730 SUCCESS 109
110101010    1    1    0    7    0    3    4    1 17.624023 0.024229 SUCCESS 110
110101100    2    4    1    2    1    3    1    1  4.788234 0.779952 SUCCESS 111
110110000    2    1    5    2    0    1    2    1  8.114683 0.422349 SUCCESS 112
110110010    0    1    1    2    1    1    3    1  7.015796 0.534929 SUCCESS 113
110110100    4    2    1    3    6    2    1    3  8.617787 0.375557 SUCCESS 114
110111000    5    3    2    0    1    1    4    3  8.429123 0.392713 SUCCESS 115
110111010    2    1    2    3    2    3    1    1  3.093566 0.928349 SUCCESS 116
110111100    3    0    4    0    2    5    5    1 12.728682 0.121532 SUCCESS 117
111000000    3    2    1    0    2    2    2    1  4.662458 0.792968 SUCCESS 118
111000010    0    1    3    1    3    4    2    4  6.671567 0.572447 SUCCESS 119
111000100    3    0    2    4    3    1    2    2  4.914011 0.766726 SUCCESS 120
111000110    1    6    3    2    2    2    4    3  7.833341 0.449917 SUCCESS 121
111001000    2    1    1    1    0    0    3    1  8.647577 0.372892 SUCCESS 122
111001010    5    1    2    1    3    0    4    3  8.429123 0.392713 SUCCESS 123
111001100    3    6    2    1    1    2    1    6 13.701792 0.089877 SUCCESS 124
111010000    1    7    2    7    1    3    3    1 20.669130 0.008080 FAILURE 125
111010010    5    1    1    1    3    4    0    0 11.566907 0.171598 SUCCESS 126
111010100    2    1    0    4    3    1    2    4  6.608679 0.579380 SUCCESS 127
111010110    1    2    0    1    0    2    2    2  7.015796 0.534929 SUCCESS 128
111011000    3    2    2    2    1    2    3    2  1.524674 0.992290 SUCCESS 129
111011010    3    2    1    5    4    3    1    3  6.075785 0.638743 SUCCESS 130
111011100    5    3    3    0    1    1    2    2  7.456013 0.488323 SUCCESS 131
111100000    6    1    2    1    1    1    1    3  9.935127 0.269609 SUCCESS 132
111100010    3    1    2    3    3    1    4    2  3.345118 0.910872 SUCCESS 133
111100100    2    2    3    1    1    1    2    4  4.003788 0.856782 SUCCESS 134
111100110    1    3    2    1    0    1    3    2  5.509792 0.701955 SUCCESS 135
111101000    1    4    3    5    5    4    5    0 14.016233 0.081343 SUCCESS 136
111101010    1    0    2    3    2    0    3    4  7.330237 0.501457 SUCCESS 137
111101100    0    2    2    2    1    1    1    3  5.446904 0.708915 SUCCESS 138
111101110    4    2    3    2    1    1    2    2  3.219342 0.919848 SUCCESS 139
111110000    7    0    4    4    0    6    2    5 24.247131 0.002083 FAILURE 140
111110010    6    2    3    3    3    1    2    4  7.896229 0.443672 SUCCESS 141
111110100    1    3    3    5    3    2    4    1  6.075785 0.638743 SUCCESS 142
111110110    1    1    2    4    2    2    2    2  3.156454 0.924159 SUCCESS 143
111111000    2    1    3    1    2    2    5    5  7.707565 0.462545 SUCCESS 144
111111010    1    2    3    2    0    1    4    1  6.420015 0.600293 SUCCESS 145
111111100    1    2    4    4    2    0    4    4  7.707565 0.462545 SUCCESS 146
111111110    1    1    5    5    0    1    5    4 14.549126 0.068529 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    1    0    2    0    2    2    0 11.063803 0.198110 SUCCESS   0
000000011    5    2    0    2    0    1    8    2 22.049358 0.004825 FAILURE   1
000000101    2    4    1    2    3    5    1    1  6.734455 0.565535 SUCCESS   2
000000111    5    5    2    2    1    3    5    4 10.626896 0.223749 SUCCESS   3
000001001    1    0    2    1    5    2    2    3  7.393125 0.494871 SUCCESS   4
000001011    2    6    0    1    3    5    2    4 12.917346 0.114725 SUCCESS   5
000001101    1    3    0    5    1    0    1    2 10.593797 0.225794 SUCCESS   6
000001111    3    4    3    0    0    4    4    4  9.465122 0.304589 SUCCESS   7
000010001    3    2    0    2    1    2    2    0  6.294238 0.614310 SUCCESS   8
000010011    1    0    3    2    5    4    2    3  7.644677 0.468925 SUCCESS   9
000010101    1    1    3    6    4    1    1    1 10.908238 0.206953 SUCCESS  10
000010111    4    4    0    0    3    4    2    6 13.764680 0.088109 SUCCESS  11
000011001    2    2    2    3    1    2    6    0  9.213569 0.324601 SUCCESS  12
000011011    1    3    0    5    0    3    3    1  9.935127 0.269609 SUCCESS  13
000011101    3    2    2    4    1    1    2    2  3.219342 0.919848 SUCCESS  14
000011111    8    4    3    0    2    3    3    2 17.279793 0.027324 SUCCESS  15
000100011    1    5    3    4    3    4    2    0  8.617787 0.375557 SUCCESS  16
000100101    1    2    3    2    3    3    3    1  2.434896 0.964698 SUCCESS  17
000100111    3    1    2    1    2    2    2    2  2.246232 0.972517 SUCCESS  18
000101001    1    1    3    1    0    3    1    2  6.294238 0.614310 SUCCESS  19
000101011    2    2    1    4    6    1    4    2  9.465122 0.304589 SUCCESS  20
000101101    1    2    4    2    2    1    5    0  8.303347 0.404413 SUCCESS  21
000101111    3    3    0    1    3    3    2    4  5.039787 0.753315 SUCCESS  22
000110011    3    3    1    3    2    2    2    2  1.587562 0.991157 SUCCESS  23
000110101    3    0    1    1    3    1    1    1  7.078684 0.528168 SUCCESS  24
000110111    5    4    0    4    2    3    2    1  8.554899 0.381222 SUCCESS  25
000111001    1    3    4    2    2    1    4    0  6.608679 0.579380 SUCCESS  26
000111011    2    2    3    6    3    2    1    4  7.833341 0.449917 SUCCESS  27
000111101    3    1    2    3    1    2    4    5  6.012897 0.645787 SUCCESS  28
000111111    4    5    4    0    3    1    3    2  8.617787 0.375557 SUCCESS  29
001000011    4    3    4    2    3    2    0    2  5.102675 0.746548 SUCCESS  30
001000101    4    2    3    2    0    1    7    1 14.423350 0.071377 SUCCESS  31
001000111    1    3    6    3    2    2    2    3  6.923119 0.544950 SUCCESS  32
001001011    2    1    4    1    4    2    1    2  4.914011 0.766726 SUCCESS  33
001001101    1    4    2    2    3    2    3    2  2.497784 0.961834 SUCCESS  34
001001111    5    4    2    1    2    2    4    5  8.806452 0.358886 SUCCESS  35
001010011    2    4    2    4    2    2    2    2  2.560672 0.958842 SUCCESS  36
001010101    3    2    3    2    2    1    2    4  2.497784 0.961834 SUCCESS  37
001010111    2    2    0    2    2    3    3    3  3.219342 0.919848 SUCCESS  38
001011011    1    2    7    5    4    1    2    3 14.737791 0.064449 SUCCESS  39
001011101    2    1    3    0    4    6    3    4 11.222678 0.189398 SUCCESS  40
001011111    4    1    3    3    2    4    1    1  5.039787 0.753315 SUCCESS  41
001100101    2    2    1    7    2    1    6    2 16.306683 0.038195 SUCCESS  42
001100111    2    5    2    3    3    1    0    2  6.671567 0.572447 SUCCESS  43
001101011    2    0    1    1    2    2    2    3  4.662458 0.792968 SUCCESS  44
001101101    0    0    0    2    1    4    2    0 12.036913 0.149564 SUCCESS  45
001101111    5    7    0    5    1    2    1    2 18.848685 0.015690 SUCCESS  46
001110101    1    3    3    2    1    1    1    2  3.878012 0.867958 SUCCESS  47
001110111    0    3    3    1    2    0    2    2  6.357126 0.607295 SUCCESS  48
001111011    3    5    0    1    2    1    5    2 10.123792 0.256445 SUCCESS  49
001111101    3    0    4    2    2    3    2    2  4.129564 0.845248 SUCCESS  50
001111111    2    3    3    0    2    2    2    3  3.219342 0.919848 SUCCESS  51
010000011    1    3    2    4    0    1    1    3  6.482903 0.593305 SUCCESS  52
010000111    6    1    1    2    4    0    3    2 10.971126 0.203341 SUCCESS  53
010001011    3    2    1    2    2    3    4    0  4.914011 0.766726 SUCCESS  54
010001111    1    2    5    2    1    2    6    4 11.222678 0.189398 SUCCESS  55
010010011    2    2    1    2    1    1    3    6  8.366235 0.398537 SUCCESS  56
010010111    3    2    1    2    4    2    1    1  4.003788 0.856782 SUCCESS  57
010011011    1    4    3    4    4    4    2    0  7.770453 0.456208 SUCCESS  58
010011111    2    3    3    3    2    3    1    3  1.713338 0.988575 SUCCESS  59
010100011    0    2    4    1    3    1    3    3  5.761345 0.673945 SUCCESS  60
010100111    4    3    3    2    1    3    2    4  3.533783 0.896552 SUCCESS  61
010101011    2    2    2    2    3    3    3    3  0.866004 0.998961 SUCCESS  62
010101111    2    2    2    3    3    1    3    1  2.372008 0.967432 SUCCESS  63
010110011    1    0    4    2    1    2    3    1  6.420015 0.600293 SUCCESS  64
010110111    2    1    3    3    4    2    2    3  2.560672 0.958842 SUCCESS  65
010111011    0    1    4    0    6    4    2    3 13.576016 0.093508 SUCCESS  66
010111111    2    2    1    2    1    4    1    1  4.725346 0.786488 SUCCESS  67
011000111    1    1    3    3    1    3    2    2  3.156454 0.924159 SUCCESS  68
011001111    0    2    3    2    2    1    1    2  4.662458 0.792968 SUCCESS  69
011010111    2    0    4    1    1    4    0    4  9.935127 0.269609 SUCCESS  70
011011111    2    6    3    5    1    5    5    4 15.962453 0.042921 SUCCESS  71
011101111    2    1    3    0    2    3    2    4  4.914011 0.766726 SUCCESS  72
011111111    1    5    2    2    2    1    2    2  4.914011 0.766726 SUCCESS  73
100000000    0    1    0    2    0    2    2    0 11.063803 0.198110 SUCCESS  74
100010000    2    3    0    3    0    0    1    2  8.773353 0.361775 SUCCESS  75
100100000    1    0    1    2    1    3    1    0  8.647577 0.372892 SUCCESS  76
100101000    1    2    2    0    2    3    5    3  6.671567 0.572447 SUCCESS  77
100110000    1    2    0    0    0    5    0    2 13.794469 0.087282 SUCCESS  78
100111000    1    0    3    4    3    1    2    2  5.698457 0.680967 SUCCESS  79
101000000    4    1    1    1    1    1    3    2  5.572680 0.694975 SUCCESS  80
101000100    3    4    4    3    0    2    1    0  8.303347 0.404413 SUCCESS  81
101001000    2    2    2    2    2    2    1    3  1.461786 0.993324 SUCCESS  82
101001100    1    2    3    1    2    2    1    4  4.003788 0.856782 SUCCESS  83
101010000    4    0    2    1    0    0    2    0 12.036913 0.149564 SUCCESS  84
101010100    2    2    3    2    1    1    1    5  5.761345 0.673945 SUCCESS  85
101011000    2    2    1    1    1    2    2    1  3.752236 0.878757 SUCCESS  86
101011100    2    2    2    0    1    2    2    1  4.599570 0.799391 SUCCESS  87
101100000    4    3    1    2    3    2    2    1  3.282230 0.915418 SUCCESS  88
101100100    4    1    0    4    3    2    2    0  8.240459 0.410341 SUCCESS  89
101101000    2    2    2    2    1    4    1    2  3.156454 0.924159 SUCCESS  90
101101100    1    2    4    4    4    1    4    1  6.860231 0.551785 SUCCESS  91
101110000    3    1    1    2    2    1    2    0  5.446904 0.708915 SUCCESS  92
101110100    1    2    1    1    2    3    4    2  4.003788 0.856782 SUCCESS  93
101111000    0    5    2    2    1    1    2    4  8.303347 0.404413 SUCCESS  94
101111100    2    3    4    0    4    2    3    3  5.165563 0.739743 SUCCESS  95
110000000    4    1    2    5    2    4    3    0  8.554899 0.381222 SUCCESS  96
110000010    1    3    1    3    1    2    0    3  5.572680 0.694975 SUCCESS  97
110000100    2    1    2    1    2    2    2    3  2.246232 0.972517 SUCCESS  98
110001000    1    2    2    3    2    2    3    3  1.587562 0.991157 SUCCESS  99
110001010    1    2    1    1    3    1    2    2  3.815124 0.873406 SUCCESS 100
110010000    3    1    2    3    3    2    0    0  6.420015 0.600293 SUCCESS 101
110010010    2    1    5    1    3    2    3    2  5.039787 0.753315 SUCCESS 102
110010100    1    4    2    1    2    1    3    4  4.976899 0.760042 SUCCESS 103
110011000    2    1    2    1    0    4    2    1  6.357126 0.607295 SUCCESS 104
110011010    1    0    2    1    5    5    3    1 10.908238 0.206953 SUCCESS 105
110100000    1    2    0    3    0    1    0    1 10.279357 0.245964 SUCCESS 106
110100010    2    2    3    2    3    3    1    1  2.372008 0.967432 SUCCESS 107
110100100    2    2    2    4    3    2    2    0  4.066676 0.851058 SUCCESS 108
110101000    5    1    0    1    1    2    1    0 11.315355 0.184463 SUCCESS 109
110101010    1    2    2    2    2    3    2    4  2.434896 0.964698 SUCCESS 110
110101100    2    1    1    4    2    4    2    2  4.129564 0.845248 SUCCESS 111
110110000    6    3    3    7    5    4    2    3 18.630232 0.016967 SUCCESS 112
110110010    2    0    0    4    5    3    2    1  9.998015 0.265165 SUCCESS 113
110110100    1    3    1    1    1    3    3    3  4.003788 0.856782 SUCCESS 114
110111000    2    1    4    2    5    0    2    0  9.935127 0.269609 SUCCESS 115
110111010    1    2    4    3    1    0    5    1  9.150681 0.329745 SUCCESS 116
110111100    3    4    4    1    3    1    1    1  5.824233 0.666913 SUCCESS 117
111000000    3    3    2    5    2    2    6    3  8.869340 0.353438 SUCCESS 118
111000010    1    2    2    0    2    1    4    3  5.635568 0.687978 SUCCESS 119
111000100    1    5    2    2    3    3    1    2  5.039787 0.753315 SUCCESS 120
111000110    0    3    1    2    2    1    2    2  4.662458 0.792968 SUCCESS 121
111001000    2    2    4    1    4    3    2    2  3.408006 0.906211 SUCCESS 122
111001010    2    4    5    0    0    1    2    5 12.665794 0.123878 SUCCESS 123
111001100    3    1    3    4    3    1    1    1  4.914011 0.766726 SUCCESS 124
111010000    2    3    0    3    2    1    3    3  4.066676 0.851058 SUCCESS 125
111010010    3    1    4    2    4    3    1    0  6.671567 0.572447 SUCCESS 126
111010100    2    1    0    1    0    0    0    4 12.821359 0.118146 SUCCESS 127
111010110    4    2    6    4    1    6    4    3 15.052231 0.058138 SUCCESS 128
111011000    7    2    3    6    3    4    1    3 16.684011 0.033573 SUCCESS 129
111011010    2    3    3    2    2    0    1    3  4.003788 0.856782 SUCCESS 130
111011100    2    0    2    0    2    2    2    2  5.446904 0.708915 SUCCESS 131
111100000    1    3    1    3    0    3    4    3  5.824233 0.666913 SUCCESS 132
111100010    2    3    0    1    2    3    5    2  6.671567 0.572447 SUCCESS 133
111100100    1    7    4    2    4    4    4    2 14.079121 0.079726 SUCCESS 134
111100110    4    2    1    2    0    2    0    2  7.204461 0.514742 SUCCESS 135
111101000    2    2    1    3    3    1    2    2  2.309120 0.970039 SUCCESS 136
111101010    2    1    0    2    1    4    1    4  7.330237 0.501457 SUCCESS 137
111101100    4    1    0    5    4    2    2    2  8.492011 0.386941 SUCCESS 138
111101110    3    0    2    2    0    1    4    1  8.051795 0.428427 SUCCESS 139
111110000    4    4    2    1    1    1    5    4  8.617787 0.375557 SUCCESS 140
111110010    2    6    6    1    1    3    2    5 15.648013 0.047704 SUCCESS 141
111110100    3    1    2    4    3    3    2    1  3.345118 0.910872 SUCCESS 142
111110110    2    2    1    4    2    2    3    2  2.434896 0.964698 SUCCESS 143
111111000    3    3    0    1    1    0    2    4  8.114683 0.422349 SUCCESS 144
111111010    1    0    2    2    1    3    1    1  6.231350 0.621335 SUCCESS 145
111111100    2    5    1    0    0    2    1    3  9.809351 0.278663 SUCCESS 146
111111110    1    5    2    2    2    1    2    2  4.914011 0.766726 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    1    1    1    1    2    0    3  7.015796 0.534929 SUCCESS   0
000000011    1    1    5    4    1    2    2    6 12.007124 0.150886 SUCCESS   1
000000101    5    4    1    3    5    7    1    4 18.441568 0.018149 SUCCESS   2
000000111    4    2    2    4    1    4    2    3  4.381117 0.821206 SUCCESS   3
000001001    2    2    3    3    2    2    2    3  0.803116 0.999213 SUCCESS   4
000001011    3    4    1    1    3    2    2    4  4.255341 0.833382 SUCCESS   5
000001101    2    1    6    0    0    1    3    4 13.387352 0.099199 SUCCESS   6
000001111    4    1    2    3    1    1    3    3  4.129564 0.845248 SUCCESS   7
000010001    1    2    8    3    1    2    3    3 15.459349 0.050806 SUCCESS   8
000010011    2    2    3    4    4    1    3    2  3.470895 0.901437 SUCCESS   9
000010101    5    1    3    1    1    7    1    2 15.333573 0.052975 SUCCESS  10
000010111    1    2    0    1    2    6    1    1 11.504019 0.174743 SUCCESS  11
000011001    2    1    1    1    2    0    1    0  8.584688 0.378532 SUCCESS  12
000011011    2    0    0    0    2    1    3    4  9.683575 0.287941 SUCCESS  13
000011101    3    1    2    1    2    4    3    1  4.066676 0.851058 SUCCESS  14
000011111    4    3    1    1    0    3    3    3  5.824233 0.666913 SUCCESS  15
000100011    3    2    7    3    3    3    2    3  9.716674 0.285477 SUCCESS  16
000100101    2    3    1    3    4    5    1    1  6.797343 0.558648 SUCCESS  17
000100111    1    3    3    4    2    0    3    3  5.039787 0.753315 SUCCESS  18
000101001    1    2    1    4    3    1    0    0  8.836241 0.356298 SUCCESS  19
000101011    2    3    2    3    2    3    3    3  0.928892 0.998659 SUCCESS  20
000101101    0    5    2    3    0    3    6    2 13.638904 0.091676 SUCCESS  21
000101111    1    4    0    3    2    5    3    3  7.707565 0.462545 SUCCESS  22
000110011    2    2    3    2    4    2    3    2  1.713338 0.988575 SUCCESS  23
000110101    1    1    7    1    4    3    2    3 12.854458 0.116956 SUCCESS  24
000110111    3    1    0    0    1    0    4    2 10.468021 0.233700 SUCCESS  25
000111001    1    2    3    3    3    2    2    1  2.372008 0.967432 SUCCESS  26
000111011    7    1    1    1    4    2    2    2 12.728682 0.121532 SUCCESS  27
000111101    6    3    1    2    4    2    1    5 11.285566 0.186038 SUCCESS  28
000111111    2    1    1    3    0    4    4    3  6.671567 0.572447 SUCCESS  29
001000011    3    1    2    2    0    3    1    4  5.698457 0.680967 SUCCESS  30
001000101    2    2    4    3    4    3    0    3  5.165563 0.739743 SUCCESS  31
001000111    4    2    5    5    3    3    1    3  8.022006 0.431323 SUCCESS  32
001001011    1    3    4    4    3    5    3    0  8.680676 0.369946 SUCCESS  33
001001101    1    2    2    1    1    2    3    0  5.446904 0.708915 SUCCESS  34
001001111    4    4    3    4    0    0    1    4 10.186680 0.252167 SUCCESS  35
001010011    4    6    1    5    2    1    3    2 11.285566 0.186038 SUCCESS  36
001010101    2    2    2    2    1    4    0    0  7.204461 0.514742 SUCCESS  37
001010111    2    2    0    3    5    3    3    3  6.012897 0.645787 SUCCESS  38
001011011    1    1    1    6    1    4    3    1 10.908238 0.206953 SUCCESS  39
001011101    0    2    1    2    2    2    3    0  6.294238 0.614310 SUCCESS  40
001011111    3    4    0    4    4    4    3    4  8.022006 0.431323 SUCCESS  41
001100101    2    4    0    1    2    1    2    1  6.357126 0.607295 SUCCESS  42
001100111    3    2    5    2    3    1    3    3  4.381117 0.821206 SUCCESS  43
001101011    1    2    2    2    1    3    5    3  5.039787 0.753315 SUCCESS  44
001101101    3    1    1    2    7    1    1    2 12.602906 0.126262 SUCCESS  45
001101111    3    4    2    0    2    3    3    2  4.192453 0.839356 SUCCESS  46
001110101    0    1    2    3    2    2    9    1 22.896692 0.003499 FAILURE  47
001110111    4    0    2    3    5    5    2    2  9.528010 0.299727 SUCCESS  48
001111011    5    4    1    3    2    3    4    4  7.174672 0.517910 SUCCESS  49
001111101    4    3    2    1    1    3    1    6  9.402234 0.309508 SUCCESS  50
001111111    0    4    4    4    1    2    2    5  9.465122 0.304589 SUCCESS  51
010000011    3    2    1    0    2    0    1    2  7.078684 0.528168 SUCCESS  52
010000111    4    2    1    0    1    3    3    2  5.698457 0.680967 SUCCESS  53
010001011    2    3    3    4    3    2    1    2  2.560672 0.958842 SUCCESS  54
010001111    2    2    2    4    2    3    4    4  3.596671 0.891559 SUCCESS  55
010010011    2    0    4    0    1    3    2    2  7.267349 0.508082 SUCCESS  56
010010111    0    1    2    4    2    2    3    1  5.635568 0.687978 SUCCESS  57
010011011    3    3    2    1    3    2    1    2  2.372008 0.967432 SUCCESS  58
010011111    2    7    3    3    0    1    0    6 20.480465 0.008663 FAILURE  59
010100011    2    2    0    1    1    1    2    2  5.384016 0.715853 SUCCESS  60
010100111    3    4    0    3    2    2    0    2  6.545791 0.586333 SUCCESS  61
010101011    2    2    2    2    1    4    2    4  3.345118 0.910872 SUCCESS  62
010101111    4    1    0    3    3    3    2    1  5.761345 0.673945 SUCCESS  63
010110011    1    2    3    1    1    2    1    1  4.599570 0.799391 SUCCESS  64
010110111    1    2    4    7    0    2    3    2 13.638904 0.091676 SUCCESS  65
010111011    2    2    1    3    1    5    6    3 10.375344 0.239663 SUCCESS  66
010111111    1    3    1    4    4    4    1    2  5.950009 0.652832 SUCCESS  67
011000111    5    3    0    3    3    1    4    2  7.707565 0.462545 SUCCESS  68
011001111    3    0    5    1    4    0    2    2  9.998015 0.265165 SUCCESS  69
011010111    1    1    0    2    1    3    4    2  6.420015 0.600293 SUCCESS  70
011011111    4    0    3    6    0    1    5    3 15.396461 0.051880 SUCCESS  71
011101111    3    0    2    1    1    4    5    5 11.096902 0.196269 SUCCESS  72
011111111    3    5    3    7    2    2    1    6 18.378680 0.018560 SUCCESS  73
100000000    1    1    1    1    1    2    0    3  7.015796 0.534929 SUCCESS  74
100010000    2    1    1    1    0    3    2    0  7.863131 0.446953 SUCCESS  75
100100000    1    1    0    3    2    2    1    4  6.420015 0.600293 SUCCESS  76
100101000    1    6    1    0    2    0    0    0 17.183806 0.028251 SUCCESS  77
100110000    3    1    2    1    0    0    3    1  7.926019 0.440730 SUCCESS  78
100111000    3    0    0    1    1    1    0    2 10.279357 0.245964 SUCCESS  79
101000000    2    1    6    0    3    3    0    4 12.665794 0.123878 SUCCESS  80
101000100    4    2    3    4    4    1    0    1  7.581789 0.475349 SUCCESS  81
101001000    2    2    1    1    4    1    1    1  5.509792 0.701955 SUCCESS  82
101001100    4    2    2    1    1    1    8    0 19.444467 0.012655 SUCCESS  83
101010000    2    1    4    0    3    3    0    1  8.114683 0.422349 SUCCESS  84
101010100    0    1    0    5    2    1    4    0 13.135800 0.107262 SUCCESS  85
101011000    2    4    1    0    5    0    1    2 10.719573 0.218100 SUCCESS  86
101011100    1    2    2    2    0    3    1    2  4.662458 0.792968 SUCCESS  87
101100000    1    3    0    1    3    1    1    3  6.357126 0.607295 SUCCESS  88
101100100    4    3    1    0    0    1    2    3  8.114683 0.422349 SUCCESS  89
101101000    2    4    2    0    6    1    2    3 10.186680 0.252167 SUCCESS  90
101101100    2    1    0    3    5    3    4    4  8.617787 0.375557 SUCCESS  91
101110000    1    0    3    1    1    5    3    0 10.656685 0.221921 SUCCESS  92
101110100    1    2    4    3    4    2    5    1  6.923119 0.544950 SUCCESS  93
101111000    5    4    0    1    2    7    3    2 16.369571 0.037386 SUCCESS  94
101111100    2    1    3    1    3    1    3    2  3.156454 0.924159 SUCCESS  95
110000000    2    2    2    4    0    1    1    4  6.545791 0.586333 SUCCESS  96
110000010    4    2    3    1    1    3    1    2  4.066676 0.851058 SUCCESS  97
110000100    4    1    7    2    3    2    4    0 14.612015 0.067143 SUCCESS  98
110001000    1    1    4    2    3    6    2    2  8.554899 0.381222 SUCCESS  99
110001010    2    2    0    2    2    1    1    1  5.384016 0.715853 SUCCESS 100
110010000    1    2    1    6    3    3    2    5 10.375344 0.239663 SUCCESS 101
110010010    1    3    4    2    1    2    3    0  5.698457 0.680967 SUCCESS 102
110010100    3    4    1    0    1    0    0    3 10.530909 0.229720 SUCCESS 103
110011000    1    1    2    2    2    2    0    2  4.599570 0.799391 SUCCESS 104
110011010    1    1    3    1    0    1    5    1  9.746463 0.283274 SUCCESS 105
110100000    2    2    4    1    2    1    0    3  5.635568 0.687978 SUCCESS 106
110100010    2    2    1    4    3    1    2    2  3.219342 0.919848 SUCCESS 107
110100100    4    1    2    2    2    2    0    1  5.572680 0.694975 SUCCESS 108
110101000    3    1    3    1    2    1    1    2  3.878012 0.867958 SUCCESS 109
110101010    0    1    0    5    2    1    6    4 16.055131 0.041598 SUCCESS 110
110101100    1    4    3    0    2    0    3    2  7.330237 0.501457 SUCCESS 111
110110000    3    1    4    1    1    3    2    2  4.066676 0.851058 SUCCESS 112
110110010    2    1    0    2    0    2    2    5  8.962017 0.345510 SUCCESS 113
110110100    1    2    0    0    3    2    3    3  6.420015 0.600293 SUCCESS 114
110111000    1    0    1    1    1    5    3    0 11.378243 0.181174 SUCCESS 115
110111010    3    2    3    4    3    1    2    2  2.560672 0.958842 SUCCESS 116
110111100    3    2    0    3    3    6    1    3  9.402234 0.309508 SUCCESS 117
111000000    4    2    0    2    1    3    0    3  7.330237 0.501457 SUCCESS 118
111000010    4    2    3    2    2    3    4    0  5.102675 0.746548 SUCCESS 119
