		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111000000    0    1    3    6    3    2    1    1 10.845349 0.210617 SUCCESS 118
111000010    0    1    2    1    0    2    1    3  7.863131 0.446953 SUCCESS 119
111000100    1    0    1    2    2    1    0    1  8.584688 0.378532 SUCCESS 120
111000110    3    0    1    2    0    1    7    2 15.866466 0.044332 SUCCESS 121
111001000    2    2    3    2    3    4    4    6  8.022006 0.431323 SUCCESS 122
111001010    1    3    3    1    2    4    4    2  4.255341 0.833382 SUCCESS 123
111001100    1    0    0    3    1    2    2    1  7.863131 0.446953 SUCCESS 124
111010000    2    2    4    0    2    5    0    3  9.213569 0.324601 SUCCESS 125
111010010    3    2    1    3    4    0    1    1  6.482903 0.593305 SUCCESS 126
111010100    4    2    3    2    1    3    3    2  2.560672 0.958842 SUCCESS 127
111010110    4    2    1    1    3    3    2    2  3.282230 0.915418 SUCCESS 128
111011000    2    3    2    3    1    0    1    1  5.509792 0.701955 SUCCESS 129
111011010    2    3    1    3    2    0    2    3  4.003788 0.856782 SUCCESS 130
111011100    2    1    1    3    3    2    2    0  4.725346 0.786488 SUCCESS 131
111100000    3    3    2    4    2    2    1    0  4.914011 0.766726 SUCCESS 132
111100010    1    0    1    1    1    1    1    2  7.737354 0.459538 SUCCESS 133
111100100    3    4    3    4    2    4    6    6 14.330673 0.073543 SUCCESS 134
111100110    1    1    1    3    2    3    2    0  5.509792 0.701955 SUCCESS 135
111101000    2    3    2    1    3    6    0    2  9.276457 0.319514 SUCCESS 136
111101010    2    2    3    1    2    3    2    4  2.497784 0.961834 SUCCESS 137
111101100    0    5    2    3    1    0    1    0 12.225577 0.141419 SUCCESS 138
111101110    2    1    1    2    3    2    1    0  5.446904 0.708915 SUCCESS 139
111110000    2    1    1    2    0    2    1    1  6.168462 0.628368 SUCCESS 140
111110010    2    3    5    1    2    2    4    6 10.501120 0.231599 SUCCESS 141
111110100    3    3    2    2    3    3    3    2  0.928892 0.998659 SUCCESS 142
111110110    0    5    4    2    2    0    0    2 11.566907 0.171598 SUCCESS 143
111111000    1    1    2    2    0    2    3    1  5.446904 0.708915 SUCCESS 144
111111010    4    3    3    2    3    5    3    1  5.354227 0.719131 SUCCESS 145
111111100    3    1    3    2    0    3    3    3  4.129564 0.845248 SUCCESS 146
111111110    2    0    2    1    3    1    2    3  4.725346 0.786488 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    2    0    0    3    0    1    0    0 13.542917 0.094485 SUCCESS   0
000000011    2    4    2    6    2    4    2    3  7.959118 0.437474 SUCCESS   1
000000101    4    2    0    0    2    2    1    6 12.540018 0.128687 SUCCESS   2
000000111    4    2    2    5    3    2    2    2  4.381117 0.821206 SUCCESS   3
000001001    2    2    3    1    1    1    1    2  3.815124 0.873406 SUCCESS   4
000001011    3    4    4    2    3    1    3    6  8.869340 0.353438 SUCCESS   5
000001101    2    3    1    2    1    1    1    5  6.545791 0.586333 SUCCESS   6
000001111    3    1    2    4    3    2    4    2  3.470895 0.901437 SUCCESS   7
000010001    2    1    0    2    3    1    1    4  6.420015 0.600293 SUCCESS   8
000010011    4    5    1    2    1    1    0    4 10.060903 0.260777 SUCCESS   9
000010101    3    1    2    4    2    4    2    2  3.408006 0.906211 SUCCESS  10
000010111    3    4    3    2    4    2    3    3  2.812225 0.945583 SUCCESS  11
000011001    3    2    0    1    3    1    2    0  7.141573 0.521438 SUCCESS  12
000011011    2    3    3    1    1    1    4    3  4.129564 0.845248 SUCCESS  13
000011101    3    2    2    7    1    1    1    2 11.818460 0.159489 SUCCESS  14
000011111    6    2    2    5    1    2    4    0 12.854458 0.116956 SUCCESS  15
000100011    3    2    1    2    1    2    2    4  3.219342 0.919848 SUCCESS  16
000100101    1    0    6    1    1    2    3    3 10.845349 0.210617 SUCCESS  17
000100111    5    9    3    2    0    1    2    3 24.905800 0.001613 FAILURE  18
000101001    5    0    0    1    3    3    2    3  9.150681 0.329745 SUCCESS  19
000101011    3    4    4    8    3    5    1    3 19.351790 0.013087 SUCCESS  20
000101101    1    2    3    1    4    3    4    4  5.228451 0.732903 SUCCESS  21
000101111    3    5    5    1    4    3    1    2  8.743564 0.364388 SUCCESS  22
000110011    2    5    1    0    3    0    0    1 12.225577 0.141419 SUCCESS  23
000110101    2    3    0    2    0    2    1    4  7.267349 0.508082 SUCCESS  24
000110111    2    1    2    2    3    2    3    3  1.587562 0.991157 SUCCESS  25
000111001    1    0    2    2    2    2    2    2  3.815124 0.873406 SUCCESS  26
000111011    1    3    0    7    0    1    3    3 15.992242 0.042491 SUCCESS  27
000111101    4    2    1    4    1    4    3    2  5.165563 0.739743 SUCCESS  28
000111111    2    3    3    6    2    0    5    0 13.638904 0.091676 SUCCESS  29
001000011    4    3    2    2    0    2    3    1  4.914011 0.766726 SUCCESS  30
001000101    7    2    4    3    3    0    0    2 15.333573 0.052975 SUCCESS  31
001000111    0    3    0    2    0    2    3    5 10.719573 0.218100 SUCCESS  32
001001011    1    0    3    4    5    3    4    3  8.680676 0.369946 SUCCESS  33
001001101    2    0    1    2    2    3    3    2  3.940900 0.862416 SUCCESS  34
001001111    2    7    2    4    1    1    1    4 13.701792 0.089877 SUCCESS  35
001010011    6    1    2    1    1    1    3    3  9.213569 0.324601 SUCCESS  36
001010101    1    3    3    2    1    5    5    1  8.554899 0.381222 SUCCESS  37
001010111    2    0    2    3    4    5    3    2  6.860231 0.551785 SUCCESS  38
001011011    0    0    4    2    5    2    4    3 10.186680 0.252167 SUCCESS  39
001011101    0    2    3    1    2    1    1    1  6.231350 0.621335 SUCCESS  40
001011111    3    6    2    0    4    5    2    2 12.132900 0.145372 SUCCESS  41
001100101    3    0    2    1    1    5    4    2  8.366235 0.398537 SUCCESS  42
001100111    2    2    0    1    2    1    1    1  6.168462 0.628368 SUCCESS  43
001101011    3    2    0    4    3    3    3    4  5.228451 0.732903 SUCCESS  44
001101101    1    2    3    3    0    1    2    0  7.141573 0.521438 SUCCESS  45
001101111    5    4    3    0    4    4    3    2  8.806452 0.358886 SUCCESS  46
001110101    3    5    1    1    5    1    3    5 11.285566 0.186038 SUCCESS  47
001110111    0    1    2    3    3    2    2    0  6.357126 0.607295 SUCCESS  48
001111011    2    2    2    1    1    7    1    4 12.728682 0.121532 SUCCESS  49
001111101    4    2    0    1    2    0    1    4  8.962017 0.345510 SUCCESS  50
001111111    3    2    2    2    2    0    2    2  3.093566 0.928349 SUCCESS  51
010000011    3    1    1    1    3    1    2    2  3.878012 0.867958 SUCCESS  52
010000111    3    2    1    5    0    1    1    1  8.962017 0.345510 SUCCESS  53
010001011    7    2    3    3    3    0    1    0 15.207796 0.055229 SUCCESS  54
010001111    1    2    1    4    1    2    3    3  4.066676 0.851058 SUCCESS  55
010010011    1    3    1    2    4    3    3    3  3.408006 0.906211 SUCCESS  56
010010111    1    6    3    2    4    1    3    2  8.617787 0.375557 SUCCESS  57
010011011    5    2    1    1    2    4    3    3  6.012897 0.645787 SUCCESS  58
010011111    2    2    3    2    1    2    0    4  4.851122 0.773363 SUCCESS  59
010100011    2    2    1    2    2    2    0    1  4.599570 0.799391 SUCCESS  60
010100111    2    3    3    1    1    3    0    3  4.851122 0.773363 SUCCESS  61
010101011    2    4    2    3    2    5    3    3  4.506893 0.808743 SUCCESS  62
010101111    2    3    1    2    1    3    5    1  5.824233 0.666913 SUCCESS  63
010110011    3    3    5    2    3    3    3    3  3.722447 0.881257 SUCCESS  64
010110111    2    1    2    2    1    2    1    2  2.967790 0.936363 SUCCESS  65
010111011    1    0    4    2    5    4    2    2  8.492011 0.386941 SUCCESS  66
010111111    1    4    1    0    2    2    3    0  8.051795 0.428427 SUCCESS  67
011000111    4    2    0    5    0    1    1    1 11.504019 0.174743 SUCCESS  68
011001111    1    0    0    0    3    2    1    2  9.494911 0.302279 SUCCESS  69
011010111    1    0    1    2    6    5    1    2 13.450240 0.097269 SUCCESS  70
011011111    3    2    1    3    1    2    4    1  4.066676 0.851058 SUCCESS  71
011101111    0    1    2    3    3    3    2    1  4.788234 0.779952 SUCCESS  72
011111111    1    3    0    0    2    2    2    1  7.078684 0.528168 SUCCESS  73
100000000    2    0    0    3    0    1    0    0 13.542917 0.094485 SUCCESS  74
100010000    2    0    2    0    3    1    1    2  7.078684 0.528168 SUCCESS  75
100100000    2    1    2    1    1    1    1    3  4.599570 0.799391 SUCCESS  76
100101000    1    3    0    3    3    3    2    3  4.129564 0.845248 SUCCESS  77
100110000    1    1    2    3    1    1    0    4  7.204461 0.514742 SUCCESS  78
100111000    4    1    2    2    0    0    1    0 10.405133 0.237734 SUCCESS  79
101000000    2    4    1    3    2    4    3    1  4.255341 0.833382 SUCCESS  80
101000100    1    3    5    2    2    1    3    2  5.039787 0.753315 SUCCESS  81
101001000    1    4    3    1    3    2    2    3  3.345118 0.910872 SUCCESS  82
101001100    5    1    4    1    0    1    3    3  9.213569 0.324601 SUCCESS  83
101010000    3    2    1    3    0    1    5    3  7.518901 0.481816 SUCCESS  84
101010100    1    2    3    3    4    3    2    1  3.345118 0.910872 SUCCESS  85
101011000    5    2    3    2    2    0    1    0  9.024905 0.340199 SUCCESS  86
101011100    2    0    2    2    2    4    0    3  6.482903 0.593305 SUCCESS  87
101100000    2    2    1    2    2    1    0    4  5.572680 0.694975 SUCCESS  88
101100100    1    1    2    4    3    3    2    4  4.255341 0.833382 SUCCESS  89
101101000    3    5    3    3    1    1    2    3  5.165563 0.739743 SUCCESS  90
101101100    0    0    1    3    3    1    3    3  7.267349 0.508082 SUCCESS  91
101110000    0    2    1    0    1    3    2    2  7.078684 0.528168 SUCCESS  92
101110100    0    1    1    3    2    2    3    0  7.141573 0.521438 SUCCESS  93
101111000    2    1    2    2    2    4    2    1  3.156454 0.924159 SUCCESS  94
101111100    2    2    1    2    3    4    5    7 13.953345 0.082990 SUCCESS  95
110000000    1    1    0    1    3    1    0    1  9.432023 0.307171 SUCCESS  96
110000010    3    2    3    2    1    0    1    2  4.725346 0.786488 SUCCESS  97
110000100    2    2    1    3    3    1    2    0  4.725346 0.786488 SUCCESS  98
110001000    2    2    2    1    0    1    0    1  7.800242 0.453223 SUCCESS  99
110001010    2    0    4    6    1    3    4    1 11.944236 0.153709 SUCCESS 100
110010000    5    2    5    2    0    1    1    2 10.060903 0.260777 SUCCESS 101
110010010    2    2    0    1    2    4    3    4  5.824233 0.666913 SUCCESS 102
110010100    3    2    3    2    2    4    2    1  2.497784 0.961834 SUCCESS 103
110011000    1    3    1    4    1    2    1    2  4.788234 0.779952 SUCCESS 104
110011010    0    3    0    2    3    3    0    2  8.051795 0.428427 SUCCESS 105
110100000    3    2    3    2    6    2    1    2  6.860231 0.551785 SUCCESS 106
110100010    2    3    5    0    2    0    4    2  9.213569 0.324601 SUCCESS 107
110100100    2    6    3    2    5    0    3    2 11.222678 0.189398 SUCCESS 108
110101000    2    3    0    1    1    1    1    3  6.294238 0.614310 SUCCESS 109
110101010    2    3    2    4    5    3    0    3  6.923119 0.544950 SUCCESS 110
110101100    2    0    2    3    3    2    4    1  4.914011 0.766726 SUCCESS 111
110110000    0    1    1    2    1    2    2    3  5.446904 0.708915 SUCCESS 112
110110010    0    2    2    1    2    3    0    3  6.357126 0.607295 SUCCESS 113
110110100    2    3    5    3    2    3    2    3  3.596671 0.891559 SUCCESS 114
110111000    1    1    3    0    1    3    3    0  7.988907 0.434555 SUCCESS 115
110111010    1    1    0    4    1    1    1    2  7.926019 0.440730 SUCCESS 116
110111100    1    1    1    3    2    4    2    3  4.066676 0.851058 SUCCESS 117
111000000    2    1    2    0    3    1    1    1  6.231350 0.621335 SUCCESS 118
111000010    1    2    1    3    3    5    1    1  6.608679 0.579380 SUCCESS 119
111000100    3    2    3    1    0    2    2    1  4.725346 0.786488 SUCCESS 120
111000110    2    0    1    2    1    3    2    2  4.662458 0.792968 SUCCESS 121
111001000    3    3    5    2    0    1    0    2  9.087793 0.334944 SUCCESS 122
111001010    5    4    3    2    2    3    3    2  4.506893 0.808743 SUCCESS 123
111001100    1    1    1    1    1    4    2    0  7.926019 0.440730 SUCCESS 124
111010000    2    0    1    3    5    2    1    2  7.393125 0.494871 SUCCESS 125
111010010    1    8    5    2    4    0    3    1 21.453576 0.006035 FAILURE 126
111010100    5    5    0    1    2    2    2    5 12.007124 0.150886 SUCCESS 127
111010110    2    2    3    3    2    1    1    1  3.093566 0.928349 SUCCESS 128
111011000    0    4    1    2    1    1    2    2  6.357126 0.607295 SUCCESS 129
111011010    3    2    3    4    3    3    3    3  1.964891 0.982069 SUCCESS 130
111011100    3    1    3    2    2    1    4    0  5.698457 0.680967 SUCCESS 131
111100000    2    1    2    2    2    2    1    2  2.183344 0.974869 SUCCESS 132
111100010    0    2    1    5    0    2    3    5 11.755572 0.162447 SUCCESS 133
111100100    2    3    2    1    3    2    0    2  3.940900 0.862416 SUCCESS 134
111100110    1    0    0    2    1    3    2    2  7.078684 0.528168 SUCCESS 135
111101000    3    1    0    2    3    3    2    2  4.003788 0.856782 SUCCESS 136
111101010    4    5    1    1    2    4    3    3  6.986007 0.538143 SUCCESS 137
111101100    1    4    1    3    1    1    1    1  6.357126 0.607295 SUCCESS 138
111101110    2    1    1    2    1    1    5    0  8.899129 0.350877 SUCCESS 139
111110000    1    3    2    1    4    1    1    2  4.788234 0.779952 SUCCESS 140
111110010    3    4    3    3    2    1    3    2  2.623560 0.955720 SUCCESS 141
111110100    2    2    3    0    5    0    2    1  9.024905 0.340199 SUCCESS 142
111110110    1    4    1    3    0    0    0    1 11.252467 0.187800 SUCCESS 143
111111000    0    2    0    1    3    1    2    1  7.863131 0.446953 SUCCESS 144
111111010    2    2    3    0    3    1    3    1  4.788234 0.779952 SUCCESS 145
111111100    1    4    2    0    3    1    2    1  6.420015 0.600293 SUCCESS 146
111111110    1    3    0    0    2    2    2    1  7.078684 0.528168 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    2    0    1    1    1    1    2    0  8.584688 0.378532 SUCCESS   0
000000011    3    5    4    3    2    1    2    2  5.228451 0.732903 SUCCESS   1
000000101    2    0    1    1    4    2    3    1  6.420015 0.600293 SUCCESS   2
000000111    2    4    2    3    3    3    4    0  5.165563 0.739743 SUCCESS   3
000001001    1    3    2    3    2    4    3    2  2.560672 0.958842 SUCCESS   4
000001011    3    1    7    1    5    2    3    2 13.827568 0.086372 SUCCESS   5
000001101    1    3    3    2    1    1    0    3  5.572680 0.694975 SUCCESS   6
000001111    3    3    3    2    1    3    4    1  3.408006 0.906211 SUCCESS   7
000010001    6    2    1    0    2    5    2    2 11.881348 0.156577 SUCCESS   8
000010011    3    1    4    3    1    4    3    3  4.381117 0.821206 SUCCESS   9
000010101    1    2    3    4    4    7    2    0 14.612015 0.067143 SUCCESS  10
000010111    5    1    6    3    5    1    3    2 13.106011 0.108254 SUCCESS  11
000011001    0    1    3    2    0    2    2    4  7.267349 0.508082 SUCCESS  12
000011011    4    1    0    1    1    0    1    4 10.530909 0.229720 SUCCESS  13
000011101    0    3    4    2    5    3    2    4  7.833341 0.449917 SUCCESS  14
000011111    4    3    3    1    2    4    2    3  3.533783 0.896552 SUCCESS  15
000100011   10    2    1    2    0    3    3    3 28.232249 0.000432 FAILURE  16
000100101    1    3    1    1    1    1    1    0  7.800242 0.453223 SUCCESS  17
000100111    2    0    3    2    2    4    6    3  9.465122 0.304589 SUCCESS  18
000101001    1    0    2    1    3    1    0    3  7.926019 0.440730 SUCCESS  19
000101011    1    3    3    3    4    6    5    1 11.411342 0.179463 SUCCESS  20
000101101    1    1    1    1    2    1    2    2  4.536682 0.805752 SUCCESS  21
000101111    2    1    3    5    3    2    2    2  4.255341 0.833382 SUCCESS  22
000110011    2    3    0    5    1    2    2    5  9.339345 0.314483 SUCCESS  23
000110101    4    2    2    2    4    3    0    4  6.012897 0.645787 SUCCESS  24
000110111    4    1    0    2    4    1    3    3  6.671567 0.572447 SUCCESS  25
000111001    4    1    1    2    3    2    0    2  5.635568 0.687978 SUCCESS  26
000111011    4    3    4    0    2    3    5    3  7.896229 0.443672 SUCCESS  27
000111101    6    1    4    2    1    2    2    3  8.554899 0.381222 SUCCESS  28
000111111    3    3    2    3    3    2    3    1  1.713338 0.988575 SUCCESS  29
001000011    7    4    2    1    2    3    1    4 12.980234 0.112531 SUCCESS  30
001000101    2    3    4    2    1    5    5    2  7.896229 0.443672 SUCCESS  31
001000111    5    1    2    1    2    2    1    3  5.761345 0.673945 SUCCESS  32
001001011    0    5    2    4    4    1    1    1 10.060903 0.260777 SUCCESS  33
001001101    2    3    3    1    2    1    2    1  3.093566 0.928349 SUCCESS  34
001001111    1    3    1    1    3    3    3    4  4.192453 0.839356 SUCCESS  35
001010011    2    2    4    4    3    2    0    1  5.824233 0.666913 SUCCESS  36
001010101    0    3    3    2    4    4    0    1  8.303347 0.404413 SUCCESS  37
001010111    0    3    2    2    3    6    4    0 11.881348 0.156577 SUCCESS  38
001011011    1    2    4    4    1    1    1    1  6.482903 0.593305 SUCCESS  39
001011101    3    3    4    3    4    1    2    4  4.506893 0.808743 SUCCESS  40
001011111    1    4    0    3    3    2    3    2  4.976899 0.760042 SUCCESS  41
001100101    0    5    2    3    2    2    3    4  6.860231 0.551785 SUCCESS  42
001100111    1    2    1    2    1    1    3    3  3.878012 0.867958 SUCCESS  43
001101011    2    4    2    5    3    4    1    3  6.201561 0.624665 SUCCESS  44
001101101    2    2    1    4    3    0    1    2  5.635568 0.687978 SUCCESS  45
001101111    4    4    1    1    4    1    1    6 12.007124 0.150886 SUCCESS  46
001110101    0    0    3    4    2    4    1    1  9.024905 0.340199 SUCCESS  47
001110111    2    1    1    2    3    5    3    2  5.039787 0.753315 SUCCESS  48
001111011    6    3    1    1    4    2    4    4 10.501120 0.231599 SUCCESS  49
001111101    3    2    2    2    1    5    3    4  5.228451 0.732903 SUCCESS  50
001111111    4    0    1    4    4    4    2    2  7.707565 0.462545 SUCCESS  51
010000011    1    1    5    4    1    3    1    0  9.935127 0.269609 SUCCESS  52
010000111    5    3    2    1    5    3    1    3  7.833341 0.449917 SUCCESS  53
010001011    3    3    0    2    2    6    3    2  8.554899 0.381222 SUCCESS  54
010001111    3    2    2    3    1    1    2    2  2.309120 0.970039 SUCCESS  55
010010011    3    2    3    1    1    2    4    3  3.345118 0.910872 SUCCESS  56
010010111    0    2    1    5    4    1    2    3  8.366235 0.398537 SUCCESS  57
010011011    5    6    3    2    5    0    2    1 14.674903 0.065784 SUCCESS  58
010011111    0    3    1    1    0    3    1    1  8.710465 0.367306 SUCCESS  59
010100011    3    1    4    2    2    1    0    4  6.608679 0.579380 SUCCESS  60
010100111    2    3    3    6    4    2    1    0 10.249568 0.247945 SUCCESS  61
010101011    0    2    1    0    2    3    2    2  6.294238 0.614310 SUCCESS  62
010101111    0    3    0    1    2    6    5    0 16.776688 0.032520 SUCCESS  63
010110011    4    0    2    1    3    1    2    1  6.420015 0.600293 SUCCESS  64
010110111    4    2    3    2    0    4    4    1  6.797343 0.558648 SUCCESS  65
010111011    0    1    3    2    1    4    3    6 11.034014 0.199779 SUCCESS  66
010111111    1    3    0    2    3    6    3    1 10.123792 0.256445 SUCCESS  67
011000111    2    2    4    1    1    2    3    2  3.219342 0.919848 SUCCESS  68
011001111    4    0    0    0    2    2    5    3 11.629796 0.168501 SUCCESS  69
011010111    0    3    0    4    4    2    1    1  9.024905 0.340199 SUCCESS  70
011011111    3    1    2    4    1    2    1    4  4.976899 0.760042 SUCCESS  71
011101111    2    3    2    3    0    4    2    1  4.914011 0.766726 SUCCESS  72
011111111    2    1    0    2    4    5    3    1  8.366235 0.398537 SUCCESS  73
100000000    2    0    1    1    1    1    2    0  8.584688 0.378532 SUCCESS  74
100010000    0    1    3    0    0    0    1    2 11.911137 0.155213 SUCCESS  75
100100000    1    1    0    0    1    2    1    1  9.369135 0.312119 SUCCESS  76
100101000    0    0    3    3    4    3    0    1  9.809351 0.278663 SUCCESS  77
100110000    2    1    3    1    0    5    2    1  8.177571 0.416320 SUCCESS  78
100111000    2    1    1    1    2    0    6    1 11.504019 0.174743 SUCCESS  79
101000000    3    2    0    3    2    2    0    1  6.357126 0.607295 SUCCESS  80
101000100    4    1    4    4    2    0    4    4  8.680676 0.369946 SUCCESS  81
101001000    1    2    2    0    2    1    2    0  7.015796 0.534929 SUCCESS  82
101001100    1    2    4    1    0    2    0    1  8.773353 0.361775 SUCCESS  83
101010000    2    1    1    3    2    4    0    1  6.420015 0.600293 SUCCESS  84
101010100    4    2    4    4    2    5    0    1  9.465122 0.304589 SUCCESS  85
101011000    1    1    2    0    1    1    2    0  8.584688 0.378532 SUCCESS  86
101011100    1    1    2    1    3    0    4    0  8.836241 0.356298 SUCCESS  87
101100000    1    1    0    0    1    0    2    2 10.216469 0.250160 SUCCESS  88
101100100    4    4    6    2    3    1    2    3  8.806452 0.358886 SUCCESS  89
101101000    2    3    1    3    2    0    0    3  6.420015 0.600293 SUCCESS  90
101101100    1    3    1    2    2    3    1    4  4.066676 0.851058 SUCCESS  91
101110000    1    1    0    0    3    3    2    5  9.872239 0.274108 SUCCESS  92
101110100    1    2    3    2    3    4    2    2  2.497784 0.961834 SUCCESS  93
101111000    2    2    1    0    3    3    3    4  4.976899 0.760042 SUCCESS  94
101111100    2    3    0    3    5    0    3    3  8.429123 0.392713 SUCCESS  95
110000000    2    1    2    1    1    1    4    0  7.141573 0.521438 SUCCESS  96
110000010    4    2    1    1    2    5    2    4  6.860231 0.551785 SUCCESS  97
110000100    4    1    2    1    0    2    1    2  6.357126 0.607295 SUCCESS  98
110001000    2    3    2    1    0    0    2    2  6.294238 0.614310 SUCCESS  99
110001010    2    1    5    2    4    2    1    4  6.860231 0.551785 SUCCESS 100
110010000    4    2    4    0    1    2    4    0  9.150681 0.329745 SUCCESS 101
110010010    4    2    1    6    1    2    0    1 11.692684 0.165451 SUCCESS 102
110010100    0    2    2    2    2    4    1    1  5.572680 0.694975 SUCCESS 103
110011000    2    0    4    4    2    3    1    2  5.824233 0.666913 SUCCESS 104
110011010    4    1    3    3    1    1    1    3  4.914011 0.766726 SUCCESS 105
110100000    3    3    2    6    4    1    0    2 10.249568 0.247945 SUCCESS 106
110100010    3    2    3    3    3    3    1    3  1.776226 0.987120 SUCCESS 107
110100100    0    2    3    1    3    1    3    1  5.572680 0.694975 SUCCESS 108
110101000    2    2    1    3    0    1    1    2  5.446904 0.708915 SUCCESS 109
110101010    4    1    2    2    0    4    2    2  5.761345 0.673945 SUCCESS 110
110101100    2    1    3    0    2    3    2    0  6.357126 0.607295 SUCCESS 111
110110000    3    0    0    0    3    1    0    4 12.162689 0.144091 SUCCESS 112
110110010    4    4    5    3    3    1    5    2  8.932228 0.348045 SUCCESS 113
110110100    1    4    3    4    2    0    0    3  8.303347 0.404413 SUCCESS 114
110111000    1    4    1    3    2    3    1    4  5.039787 0.753315 SUCCESS 115
110111010    4    1    2    2    2    4    2    2  3.345118 0.910872 SUCCESS 116
110111100    3    3    0    1    2    3    2    4  4.976899 0.760042 SUCCESS 117
111000000    0    3    2    2    3    3    5    4  6.923119 0.544950 SUCCESS 118
111000010    3    0    0    0    2    1    3    4  9.746463 0.283274 SUCCESS 119
111000100    3    4    1    1    0    2    3    2  5.698457 0.680967 SUCCESS 120
111000110    2    3    1    3    4    0    6    3 10.312456 0.243777 SUCCESS 121
111001000    4    0    4    1    0    2    3    0 10.656685 0.221921 SUCCESS 122
111001010    0    1    1    1    2    1    1    1  7.737354 0.459538 SUCCESS 123
111001100    1    2    4    4    1    1    3    4  5.950009 0.652832 SUCCESS 124
111010000    2    2    1    4    3    2    2    3  2.497784 0.961834 SUCCESS 125
111010010    0    1    7    2    3    1    0    1 16.650912 0.033956 SUCCESS 126
111010100    1    1    2    6    3    2    1    2  8.366235 0.398537 SUCCESS 127
111010110    2    2    3    1    2    5    2    1  4.976899 0.760042 SUCCESS 128
111011000    3    1    0    2    3    1    1    2  5.509792 0.701955 SUCCESS 129
111011010    4    2    2    1    1    3    2    3  3.282230 0.915418 SUCCESS 130
111011100    0    1    2    3    2    2    1    4  5.635568 0.687978 SUCCESS 131
111100000    1    2    2    3    2    4    2    5  5.165563 0.739743 SUCCESS 132
111100010    4    6    0    2    2    3    1    3 10.249568 0.247945 SUCCESS 133
111100100    2    0    1    3    0    3    5    0 11.504019 0.174743 SUCCESS 134
111100110    3    4    0    4    0    2    2    3  7.518901 0.481816 SUCCESS 135
111101000    2    2    0    4    5    2    3    4  7.770453 0.456208 SUCCESS 136
111101010    1    1    1    6    2    3    4    1 10.123792 0.256445 SUCCESS 137
111101100    4    2    2    2    4    1    0    2  5.761345 0.673945 SUCCESS 138
111101110    2    2    3    3    2    3    1    3  1.650450 0.989919 SUCCESS 139
111110000    2    3    2    2    3    4    1    3  2.560672 0.958842 SUCCESS 140
111110010    2    1    0    4    2    3    2    1  5.635568 0.687978 SUCCESS 141
111110100    0    1    1    4    3    1    1    2  7.204461 0.514742 SUCCESS 142
111110110    1    3    1    1    2    2    0    3  5.509792 0.701955 SUCCESS 143
111111000    3    4    0    2    3    5    1    3  7.707565 0.462545 SUCCESS 144
111111010    0    1    2    3    3    3    3    0  6.482903 0.593305 SUCCESS 145
111111100    3    2    0    3    3    7    2    3 12.070012 0.148107 SUCCESS 146
111111110    2    1    0    2    4    5    3    1  8.366235 0.398537 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    0    0    1    0    0    0    2 15.896255 0.043889 SUCCESS   0
000000011    3    2    1    4    3    1    2    4  4.255341 0.833382 SUCCESS   1
000000101    3    1    2    2    2    2    2    3  1.524674 0.992290 SUCCESS   2
000000111    2    3    4    3    2    0    3    3  4.255341 0.833382 SUCCESS   3
000001001    4    5    3    5    4    2    4    1  9.842450 0.276259 SUCCESS   4
000001011    2    4    1    1    3    2    1    2  4.003788 0.856782 SUCCESS   5
000001101    2    2    3    1    1    4    2    0  5.635568 0.687978 SUCCESS   6
000001111    2    2    5    3    0    0    4    2  9.213569 0.324601 SUCCESS   7
000010001    0    1    2    4    4    0    0    2 10.593797 0.225794 SUCCESS   8
000010011    5    5    3    0    5    6    3    2 16.684011 0.033573 SUCCESS   9
000010101    1    3    2    3    2    2    3    2  1.587562 0.991157 SUCCESS  10
000010111    0    2    0    0    3    1    2    2  8.710465 0.367306 SUCCESS  11
