		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000110101    1    0    3    0    1    1    1    1  9.432023 0.307171 SUCCESS  24
000110111    1    1    0    0    3    2    0    1 10.279357 0.245964 SUCCESS  25
000111001    0    2    1    0    2    0    0    0 13.480029 0.096366 SUCCESS  26
000111011    2    0    1    3    0    1    4    1  8.836241 0.356298 SUCCESS  27
000111101    0    0    3    1    1    0    1    3 10.342245 0.241822 SUCCESS  28
000111111    4    1    2    3    2    3    3    4  3.533783 0.896552 SUCCESS  29
001000011    1    0    0    0    0    1    0    1 15.048921 0.058201 SUCCESS  30
001000101    0    0    0    0    2    0    1    0 15.896255 0.043889 SUCCESS  31
001000111    0    0    0    0    1    1    0    0 16.680701 0.033611 SUCCESS  32
001001011    2    0    0    0    0    0    1    1 14.264475 0.075127 SUCCESS  33
001001101    0    2    1    2    1    2    1    1  6.168462 0.628368 SUCCESS  34
001001111    2    2    2    1    1    0    1    2  5.384016 0.715853 SUCCESS  35
001010011    0    0    1    0    0    0    0    1 16.680701 0.033611 SUCCESS  36
001010101    0    1    2    0    0    1    2    1 10.216469 0.250160 SUCCESS  37
001010111    4    3    4    4    2    1    1    2  5.165563 0.739743 SUCCESS  38
001011011    1    2    1    0    2    2    2    1  5.384016 0.715853 SUCCESS  39
001011101    3    2    0    2    2    3    2    1  3.940900 0.862416 SUCCESS  40
001011111    9    4    5    4    5    4    4    4 29.175570 0.000295 FAILURE  41
001100101    2    0    1    0    1    1    0    0 12.632695 0.125128 SUCCESS  42
001100111    1    0    2    3    1    1    1    2  6.231350 0.621335 SUCCESS  43
001101011    1    0    3    3    4    3    1    1  6.545791 0.586333 SUCCESS  44
001101101    1    2    3    0    1    5    3    3  7.518901 0.481816 SUCCESS  45
001101111    5    7    4    5    6    4    2    1 22.929791 0.003456 FAILURE  46
001110101    1    4    5    3    2    2    2    2  5.165563 0.739743 SUCCESS  47
001110111    6    2    3    8    3    4    7    2 28.924018 0.000327 FAILURE  48
001111011    2    1    7    4    4    2    1    4 13.890457 0.084666 SUCCESS  49
001111101    1    5    4    1    5    4    3    7 18.441568 0.018149 SUCCESS  50
001111111    8    7    7    5    5    7   10    6 75.090489 0.000000 FAILURE  51
010000011    0    0    0    0    0    0    1    1 16.680701 0.033611 SUCCESS  52
010000111    1    0    1    1    0    1    0    1 11.785361 0.161041 SUCCESS  53
010001011    1    1    1    0    2    1    3    0  8.647577 0.372892 SUCCESS  54
010001111    0    0    0    0    0    1    2    1 14.264475 0.075127 SUCCESS  55
010010011    0    1    1    1    1    0    2    0 11.000915 0.201647 SUCCESS  56
010010111    3    1    2    2    3    2    2    2  1.524674 0.992290 SUCCESS  57
010011011    3    2    4    1    1    3    2    2  3.282230 0.915418 SUCCESS  58
010011111    2    8    1    1    2    0    1    3 18.534245 0.017559 SUCCESS  59
010100011    0    1    0    0    0    1    2    1 12.632695 0.125128 SUCCESS  60
010100111    1    3    2    1    1    0    2    0  7.863131 0.446953 SUCCESS  61
010101011    0    2    2    3    4    1    4    1  6.608679 0.579380 SUCCESS  62
010101111    5    4    8    5    4    3    1    4 22.929791 0.003456 FAILURE  63
010110011    1    5    1    2    2    3    3    1  5.824233 0.666913 SUCCESS  64
010110111    2    6    3    4    5    6    4    7 24.813123 0.001672 FAILURE  65
010111011    8    4    3    2    4    4    5    3 19.477566 0.012504 SUCCESS  66
010111111   13   10    7   11    9    8    4    9 162.524781 0.000000 FAILURE  67
011000111    1    1    0    2    2    1    3    1  6.231350 0.621335 SUCCESS  68
011001111    2    5    6    5    4    5    4    5 18.818896 0.015859 SUCCESS  69
011010111    3    7    3    3    6    8    2    9 46.248029 0.000000 FAILURE  70
011011111    6   13    8   12   11    6    9   11 190.801248 0.000000 FAILURE  71
011101111   11    3    8   12    7   13   11    4 171.719680 0.000000 FAILURE  72
011111111   20   19   17   19    9   19   18   14 747.820839 0.000000 FAILURE  73
100000000    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS  74
100010000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  75
100100000    1    0    0    0    0    0    1    0 16.680701 0.033611 SUCCESS  76
100101000    0    0    1    0    0    0    1    0 16.680701 0.033611 SUCCESS  77
100110000    0    1    2    1    0    0    2    0 11.848249 0.158104 SUCCESS  78
100111000    1    0    0    2    0    0    1    3 11.911137 0.155213 SUCCESS  79
101000000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  80
101000100    1    0    0    0    0    0    0    0 18.312482 0.019002 SUCCESS  81
101001000    0    0    0    0    0    1    0    1 16.680701 0.033611 SUCCESS  82
101001100    1    3    4    2    1    0    0    1  8.836241 0.356298 SUCCESS  83
101010000    0    0    0    0    1    0    0    0 18.312482 0.019002 SUCCESS  84
101010100    0    2    0    0    1    2    0    3 11.126691 0.194624 SUCCESS  85
101011000    2    1    0    1    1    0    0    0 12.632695 0.125128 SUCCESS  86
101011100    4    1    6    3    4    2    3    4  9.779562 0.280840 SUCCESS  87
101100000    1    0    0    0    0    0    0    0 18.312482 0.019002 SUCCESS  88
101100100    0    0    0    0    1    2    2    1 11.848249 0.158104 SUCCESS  89
101101000    1    0    0    1    1    0    0    1 13.417141 0.098280 SUCCESS  90
101101100    1    2    1    5    4    4    1    0 10.060903 0.260777 SUCCESS  91
101110000    0    0    2    0    2    2    0    2 10.279357 0.245964 SUCCESS  92
101110100    2    3    1    2    1    2    0    2  4.662458 0.792968 SUCCESS  93
101111000    3    1    3    2    1    5    2    3  5.102675 0.746548 SUCCESS  94
101111100    3    4    3    6    4    3    4    3  9.120892 0.332201 SUCCESS  95
110000000    0    0    0    0    0    1    1    0 16.680701 0.033611 SUCCESS  96
110000010    0    0    0    0    0    0    0    1 18.312482 0.019002 SUCCESS  97
110000100    0    2    1    2    0    0    0    0 13.480029 0.096366 SUCCESS  98
110001000    0    0    1    0    0    0    1    1 15.048921 0.058201 SUCCESS  99
110001010    0    0    2    1    1    1    1    2  8.584688 0.378532 SUCCESS 100
110010000    1    0    0    0    0    1    1    1 13.417141 0.098280 SUCCESS 101
110010010    0    1    0    0    1    0    1    0 15.048921 0.058201 SUCCESS 102
110010100    0    0    2    0    0    0    1    0 15.896255 0.043889 SUCCESS 103
110011000    1    0    2    1    1    0    1    0 11.000915 0.201647 SUCCESS 104
110011010    0    3    2    2    4    1    1    1  6.420015 0.600293 SUCCESS 105
110100000    0    0    0    0    1    0    0    1 16.680701 0.033611 SUCCESS 106
110100010    1    0    0    0    0    1    1    0 15.048921 0.058201 SUCCESS 107
110100100    1    0    0    1    1    1    1    1 10.153581 0.254412 SUCCESS 108
110101000    1    1    0    0    0    0    1    0 15.048921 0.058201 SUCCESS 109
110101010    0    3    0    3    5    2    2    3  8.366235 0.398537 SUCCESS 110
110101100    2    3    0    3    2    4    2    1  4.914011 0.766726 SUCCESS 111
110110000    0    0    0    1    1    0    1    1 13.417141 0.098280 SUCCESS 112
110110010    2    2    0    1    2    3    3    2  3.940900 0.862416 SUCCESS 113
110110100    3    0    4    1    3    0    0    2  9.746463 0.283274 SUCCESS 114
110111000    0    1    1    0    3    2    1    5 10.593797 0.225794 SUCCESS 115
110111010    6    4    4    3    3    5    3    3 10.878448 0.208682 SUCCESS 116
110111100    6    4    6    4    7    9    6    5 48.320026 0.000000 FAILURE 117
111000000    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS 118
111000010    1    1    2    1    1    1    1    0  7.737354 0.459538 SUCCESS 119
111000100    1    0    0    1    1    1    1    2  9.369135 0.312119 SUCCESS 120
111000110    2    0    1    0    2    2    2    3  6.294238 0.614310 SUCCESS 121
111001000    2    0    0    0    2    1    1    1 10.216469 0.250160 SUCCESS 122
111001010    3    3    3    3    1    0    1    1  5.635568 0.687978 SUCCESS 123
111001100    1    0    2    2    1    1    2    0  7.800242 0.453223 SUCCESS 124
111010000    0    1    1    1    1    0    0    0 13.417141 0.098280 SUCCESS 125
111010010    3    4    2    1    2    3    1    3  3.345118 0.910872 SUCCESS 126
111010100    1    1    4    0    1    1    5    1 10.656685 0.221921 SUCCESS 127
111010110    2    5    0    5    4    7    3    7 27.103573 0.000678 FAILURE 128
111011000    1    1    1    2    3    1    1    1  5.384016 0.715853 SUCCESS 129
111011010    6    7    7    6    6    4    1    7 44.742025 0.000000 FAILURE 130
111011100    5    4    4    2    5    2    1    7 17.594234 0.024483 SUCCESS 131
111100000    0    1    0    1    0    0    0    0 16.680701 0.033611 SUCCESS 132
111100010    2    1    0    0    1    2    1    1  8.584688 0.378532 SUCCESS 133
111100100    2    2    1    1    3    2    2    2  2.246232 0.972517 SUCCESS 134
111100110    2    5    7    6    5    2    3    3 20.324900 0.009174 FAILURE 135
111101000    1    0    1    0    2    1    5    1 11.315355 0.184463 SUCCESS 136
111101010    3    3    5    2    4    2    6    2  9.779562 0.280840 SUCCESS 137
111101100    2    5    4    3    4    3    5    4  9.120892 0.332201 SUCCESS 138
111101110   10    8    9    6    6   10    7   11 130.921865 0.000000 FAILURE 139
111110000    0    1    1    2    1    1    1    0  9.369135 0.312119 SUCCESS 140
111110010    6    2    5    5    3    3    6    4 17.845786 0.022413 SUCCESS 141
111110100    6    6    4    3    3    5    4    1 16.872676 0.031463 SUCCESS 142
111110110    6   12    5   14   15    6    7   15 252.060858 0.000000 FAILURE 143
111111000    2    2    3    1    1    1    1    2  3.815124 0.873406 SUCCESS 144
111111010   11    8    6    9    5    7    8    8 106.034735 0.000000 FAILURE 145
111111100    8    6    9    6    4    8    5    6 64.733815 0.000000 FAILURE 146
111111110   20   19   17   19   10   19   18   14 753.815066 0.000000 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS   0
000000011    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS   1
000000101    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS   2
000000111    0    0    0    0    0    0    0    1 18.312482 0.019002 SUCCESS   3
000001001    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS   4
000001011    1    0    0    1    0    0    0    0 16.680701 0.033611 SUCCESS   5
000001101    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS   6
000001111    0    0    1    0    0    0    0    0 18.312482 0.019002 SUCCESS   7
000010001    0    1    0    0    0    0    0    1 16.680701 0.033611 SUCCESS   8
000010011    0    0    0    0    2    1    0    0 15.896255 0.043889 SUCCESS   9
000010101    1    0    0    0    1    1    0    0 15.048921 0.058201 SUCCESS  10
000010111    1    1    0    2    0    2    1    0 10.216469 0.250160 SUCCESS  11
000011001    0    0    0    0    0    0    0    1 18.312482 0.019002 SUCCESS  12
000011011    1    1    2    0    1    1    0    1  9.369135 0.312119 SUCCESS  13
000011101    0    0    0    0    0    1    0    1 16.680701 0.033611 SUCCESS  14
000011111    3    0    1    1    0    3    1    0 10.342245 0.241822 SUCCESS  15
000100011    1    1    0    0    1    0    0    1 13.417141 0.098280 SUCCESS  16
000100101    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  17
000100111    0    0    1    0    3    0    1    0 14.327363 0.073622 SUCCESS  18
000101001    1    1    0    2    1    1    0    0 11.000915 0.201647 SUCCESS  19
000101011    1    1    0    0    1    2    0    0 12.632695 0.125128 SUCCESS  20
000101101    2    0    2    2    0    1    0    1  9.432023 0.307171 SUCCESS  21
000101111    2    3    0    2    1    1    1    2  5.446904 0.708915 SUCCESS  22
000110011    0    0    0    1    1    0    0    1 15.048921 0.058201 SUCCESS  23
000110101    1    1    0    0    0    1    1    0 13.417141 0.098280 SUCCESS  24
000110111    4    4    1    2    3    4    1    2  5.165563 0.739743 SUCCESS  25
000111001    2    1    2    1    0    0    0    3  9.494911 0.302279 SUCCESS  26
000111011    0    1    1    0    1    1    3    2  8.647577 0.372892 SUCCESS  27
000111101    1    3    4    2    1    1    2    1  4.788234 0.779952 SUCCESS  28
000111111    6    1    7    6    1    6    2    1 27.762243 0.000522 FAILURE  29
001000011    1    1    0    0    0    0    1    0 15.048921 0.058201 SUCCESS  30
001000101    0    1    0    0    0    0    1    1 15.048921 0.058201 SUCCESS  31
001000111    0    1    1    0    2    0    1    0 12.632695 0.125128 SUCCESS  32
001001011    0    0    0    3    0    0    3    4 13.794469 0.087282 SUCCESS  33
001001101    2    0    1    1    0    0    1    0 12.632695 0.125128 SUCCESS  34
001001111    0    3    3    0    4    4    1    2  8.303347 0.404413 SUCCESS  35
001010011    2    0    0    2    2    2    1    0  8.647577 0.372892 SUCCESS  36
001010101    1    4    4    0    1    2    0    4  9.935127 0.269609 SUCCESS  37
001010111    5    1    0    3    5    1    1    0 13.324464 0.101163 SUCCESS  38
001011011    0    1    6    3    2    3    1    3 10.123792 0.256445 SUCCESS  39
001011101    3    1    0    3    2    2    3    3  4.066676 0.851058 SUCCESS  40
001011111    1    6    2    6    3    1    3    2 12.980234 0.112531 SUCCESS  41
001100101    0    0    0    0    1    2    0    0 15.896255 0.043889 SUCCESS  42
001100111    0    1    0    4    4    3    2    1  9.024905 0.340199 SUCCESS  43
001101011    2    2    2    1    5    1    2    1  5.698457 0.680967 SUCCESS  44
001101101    4    4    4    2    3    1    0    4  7.770453 0.456208 SUCCESS  45
001101111    5    4    4    4    8    5    3    3 22.208233 0.004544 FAILURE  46
001110101    6    1    1    2    3    6    1    3 13.764680 0.088109 SUCCESS  47
001110111    1    2    3    4    4    2    4    3  4.444005 0.815009 SUCCESS  48
001111011    5    4   11    4    4    1    7    2 46.906699 0.000000 FAILURE  49
001111101    0    5    4    6    2    3    5    3 14.926455 0.060591 SUCCESS  50
001111111    7    4    9    6    6   10    7    7 81.084716 0.000000 FAILURE  51
010000011    0    1    1    0    0    0    0    0 16.680701 0.033611 SUCCESS  52
010000111    2    1    0    0    0    0    1    0 14.264475 0.075127 SUCCESS  53
010001011    0    1    0    0    0    0    1    1 15.048921 0.058201 SUCCESS  54
010001111    1    0    1    5    1    0    1    1 12.099801 0.146806 SUCCESS  55
010010011    1    1    2    2    1    2    0    0  7.800242 0.453223 SUCCESS  56
010010111    5    3    1    3    2    0    3    5  9.465122 0.304589 SUCCESS  57
010011011    6    3    2    1    2    2    1    3  7.644677 0.468925 SUCCESS  58
010011111    1    6    3    1    8    4    2    3 21.705128 0.005492 FAILURE  59
010100011    2    0    0    2    2    2    1    1  7.015796 0.534929 SUCCESS  60
010100111    0    3    0    3    3    1    1    0  9.620687 0.292664 SUCCESS  61
010101011    1    7    4    3    0    2    1    6 19.758907 0.011288 SUCCESS  62
010101111    7    4    2    6    3    6    2    5 23.840013 0.002438 FAILURE  63
010110011    1    3    2    1    4    2    2    3  3.282230 0.915418 SUCCESS  64
010110111    3    3    7    2    2    5    3    6 17.657122 0.023949 SUCCESS  65
010111011    4    7    2    4    4    4    7    6 27.418014 0.000599 FAILURE  66
010111111    7   12    8    9    6    7    7    7 111.181627 0.000000 FAILURE  67
011000111    2    0    6    2    1    3    1    3 10.060903 0.260777 SUCCESS  68
011001111    1    5    3    5    7    5    8    4 32.502019 0.000076 FAILURE  69
011010111    6    5    7    3    6    6    8    3 41.352688 0.000002 FAILURE  70
011011111    8    7   13    6   10    5    4    8 116.139856 0.000000 FAILURE  71
011101111    8    7    3   12    7    5   12    8 124.676086 0.000000 FAILURE  72
011111111   15   15   16   20   14   16   13   15 592.066922 0.000000 FAILURE  73
100000000    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS  74
100010000    0    0    0    0    0    0    1    0 18.312482 0.019002 SUCCESS  75
100100000    0    1    0    0    0    0    0    0 18.312482 0.019002 SUCCESS  76
100101000    1    1    0    0    0    1    0    0 15.048921 0.058201 SUCCESS  77
100110000    0    0    0    1    0    2    0    0 15.896255 0.043889 SUCCESS  78
100111000    0    1    1    2    1    1    0    1  9.369135 0.312119 SUCCESS  79
101000000    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS  80
101000100    0    1    1    0    2    0    2    0 11.848249 0.158104 SUCCESS  81
101001000    0    0    0    0    0    0    2    0 17.528036 0.025057 SUCCESS  82
101001100    0    0    0    1    2    2    1    1 10.216469 0.250160 SUCCESS  83
101010000    1    0    0    0    1    0    0    0 16.680701 0.033611 SUCCESS  84
101010100    3    1    0    0    2    2    0    0 11.126691 0.194624 SUCCESS  85
101011000    0    0    4    1    0    1    0    0 15.237585 0.054687 SUCCESS  86
101011100    6    3    4    2    2    3    0    3  9.528010 0.299727 SUCCESS  87
101100000    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS  88
101100100    2    0    1    1    1    0    1    3  8.647577 0.372892 SUCCESS  89
101101000    1    2    1    3    1    1    0    1  7.015796 0.534929 SUCCESS  90
101101100    0    0    4    2    3    1    1    3  8.114683 0.422349 SUCCESS  91
101110000    1    2    2    1    1    0    0    2  7.800242 0.453223 SUCCESS  92
101110100    0    2    2    2    6    3    3    4  9.465122 0.304589 SUCCESS  93
101111000    2    0    2    0    1    0    2    2  8.647577 0.372892 SUCCESS  94
101111100    6    4    2    5    2    5    5    3 15.178007 0.055775 SUCCESS  95
110000000    0    0    0    0    0    0    0    0 19.944262 0.010549 SUCCESS  96
110000010    1    0    0    1    1    0    0    0 15.048921 0.058201 SUCCESS  97
110000100    0    2    0    0    2    0    0    1 13.480029 0.096366 SUCCESS  98
110001000    1    1    0    0    1    0    0    0 15.048921 0.058201 SUCCESS  99
110001010    1    1    1    3    0    1    1    1  7.800242 0.453223 SUCCESS 100
110010000    1    1    0    0    0    1    0    0 15.048921 0.058201 SUCCESS 101
110010010    1    2    0    3    0    0    2    4  9.683575 0.287941 SUCCESS 102
110010100    2    2    0    0    1    2    0    0 11.063803 0.198110 SUCCESS 103
110011000    2    0    0    1    0    1    0    1 12.632695 0.125128 SUCCESS 104
110011010    2    4    0    2    6    0    1    1 13.324464 0.101163 SUCCESS 105
110100000    0    0    1    0    0    1    0    0 16.680701 0.033611 SUCCESS 106
110100010    0    1    1    1    2    1    2    0  8.584688 0.378532 SUCCESS 107
110100100    0    1    1    1    1    2    4    1  7.926019 0.440730 SUCCESS 108
110101000    1    0    0    0    1    0    0    1 15.048921 0.058201 SUCCESS 109
110101010    3    4    0    3    1    2    1    2  5.698457 0.680967 SUCCESS 110
110101100    3    0    0    2    3    1    1    2  7.141573 0.521438 SUCCESS 111
110110000    0    0    0    0    1    1    0    1 15.048921 0.058201 SUCCESS 112
110110010    4    1    4    1    2    0    1    3  7.393125 0.494871 SUCCESS 113
110110100    4    2    4    3    2    3    2    4  3.659559 0.886460 SUCCESS 114
110111000    2    5    4    3    2    2    1    1  5.950009 0.652832 SUCCESS 115
110111010    2    3    5    1    6    3    8    5 25.408905 0.001325 FAILURE 116
110111100    1    1    4    2    2    5    5    3  8.680676 0.369946 SUCCESS 117
111000000    0    0    0    0    0    0    0    1 18.312482 0.019002 SUCCESS 118
111000010    1    3    1    1    1    2    1    1  5.384016 0.715853 SUCCESS 119
111000100    1    0    0    0    1    0    0    0 16.680701 0.033611 SUCCESS 120
111000110    3    2    1    1    4    1    3    1  4.851122 0.773363 SUCCESS 121
111001000    0    1    0    1    1    1    0    0 13.417141 0.098280 SUCCESS 122
111001010    2    2    1    2    5    5    2    3  6.923119 0.544950 SUCCESS 123
111001100    1    0    1    3    2    3    1    2  5.509792 0.701955 SUCCESS 124
111010000    0    2    1    0    0    1    0    1 12.632695 0.125128 SUCCESS 125
111010010    0    3    1    2    5    1    3    1  8.240459 0.410341 SUCCESS 126
111010100    1    1    4    2    4    1    1    1  6.482903 0.593305 SUCCESS 127
111010110    6    1    3    2    4    2    4    4  9.716674 0.285477 SUCCESS 128
111011000    1    1    1    0    1    4    2    1  7.926019 0.440730 SUCCESS 129
111011010    3    5    7    2    4    6    5    5 23.965789 0.002322 FAILURE 130
111011100    5    8    5    4    3    3    5    4 23.965789 0.002322 FAILURE 131
111100000    1    0    0    0    0    0    0    0 18.312482 0.019002 SUCCESS 132
111100010    0    1    0    5    1    1    0    2 12.947135 0.113682 SUCCESS 133
111100100    0    3    1    1    1    4    3    3  6.545791 0.586333 SUCCESS 134
111100110    3    1    1    7    5    4    1    3 15.585125 0.048718 SUCCESS 135
111101000    0    4    0    3    1    3    1    2  8.114683 0.422349 SUCCESS 136
111101010    8    5    5    3    5    3    1    6 28.139572 0.000448 FAILURE 137
111101100    4    4    8    2    6    8    4    1 35.828467 0.000019 FAILURE 138
111101110    8   11    6   11    8    5   16    6 180.318798 0.000000 FAILURE 139
111110000    2    2    2    1    1    4    3    2  3.219342 0.919848 SUCCESS 140
111110010    1    5    3    3    6    4    3    6 15.962453 0.042921 SUCCESS 141
111110100    2    7    2    3    5    3    3    2 12.321564 0.137423 SUCCESS 142
111110110   11    6   11    8   10    7    9    7 141.215651 0.000000 FAILURE 143
111111000    4    2    3    7    5    5    4    2 16.872676 0.031463 SUCCESS 144
111111010    9   10    9    9   10    8    7    7 134.436978 0.000000 FAILURE 145
111111100    7    5    4    9    9    6    5    9 75.874935 0.000000 FAILURE 146
111111110   15   15   16   20   14   16   13   15 592.066922 0.000000 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 2.425781	M = 1250	N = 8	m = 9	n = 10000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    0    1    0    0    0    0    0 18.312482 0.019002 SUCCESS   0
000000011    1    0    1    0    0    0    0    0 16.680701 0.033611 SUCCESS   1
000000101    0    0    0    1    0    0    0    0 18.312482 0.019002 SUCCESS   2
000000111    1    0    1    0    0    0    0    0 16.680701 0.033611 SUCCESS   3
000001001    0    0    1    0    0    0    0    0 18.312482 0.019002 SUCCESS   4
000001011    0    0    0    0    0    1    0    2 15.896255 0.043889 SUCCESS   5
000001101    1    0    0    0    1    0    0    0 16.680701 0.033611 SUCCESS   6
000001111    1    0    0    1    0    0    1    0 15.048921 0.058201 SUCCESS   7
000010001    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS   8
000010011    0    0    1    0    0    0    0    0 18.312482 0.019002 SUCCESS   9
000010101    1    0    0    1    0    0    1    0 15.048921 0.058201 SUCCESS  10
000010111    0    0    1    0    0    2    0    2 13.480029 0.096366 SUCCESS  11
000011001    1    1    0    0    0    1    0    0 15.048921 0.058201 SUCCESS  12
000011011    1    2    0    0    2    1    1    0 10.216469 0.250160 SUCCESS  13
000011101    0    1    0    0    1    0    0    0 16.680701 0.033611 SUCCESS  14
000011111    4    0    0    1    1    0    0    0 15.237585 0.054687 SUCCESS  15
000100011    0    0    0    0    0    2    0    0 17.528036 0.025057 SUCCESS  16
000100101    0    1    0    0    1    1    1    0 13.417141 0.098280 SUCCESS  17
000100111    0    1    1    0    0    0    0    1 15.048921 0.058201 SUCCESS  18
000101001    0    0    0    0    0    1    0    0 18.312482 0.019002 SUCCESS  19
000101011    0    0    0    2    1    0    2    0 13.480029 0.096366 SUCCESS  20
000101101    2    0    1    1    0    0    1    4 11.189579 0.191187 SUCCESS  21
000101111    0    1    0    1    1    4    2    2  8.773353 0.361775 SUCCESS  22
000110011    0    2    0    1    2    1    0    0 11.848249 0.158104 SUCCESS  23
000110101    0    0    1    0    0    0    0    0 18.312482 0.019002 SUCCESS  24
000110111    4    4    0    0    6    1    1    0 16.713800 0.033231 SUCCESS  25
000111001    1    0    2    0    0    1    0    0 14.264475 0.075127 SUCCESS  26
000111011    1    3    2    2    3    2    1    2  2.309120 0.970039 SUCCESS  27
000111101    1    0    0    4    0    0    3    1 12.884247 0.115895 SUCCESS  28
000111111    5    2    5    1    1    4    3    1  9.465122 0.304589 SUCCESS  29
001000011    1    1    0    0    0    0    1    0 15.048921 0.058201 SUCCESS  30
001000101    0    0    1    0    0    0    0    1 16.680701 0.033611 SUCCESS  31
001000111    0    0    0    0    0    3    0    1 15.959143 0.042969 SUCCESS  32
001001011    0    1    3    1    0    2    1    1  8.647577 0.372892 SUCCESS  33
001001101    0    0    0    3    1    1    0    0 14.327363 0.073622 SUCCESS  34
001001111    3    4    1    1    2    0    0    3  8.114683 0.422349 SUCCESS  35
001010011    0    2    0    1    0    1    1    0 12.632695 0.125128 SUCCESS  36
001010101    2    0    0    0    0    1    1    0 14.264475 0.075127 SUCCESS  37
001010111    0    0    0    3    2    1    3    0 11.189579 0.191187 SUCCESS  38
001011011    2    4    1    4    1    2    2    5  6.860231 0.551785 SUCCESS  39
001011101    2    4    2    3    1    1    1    2  4.003788 0.856782 SUCCESS  40
001011111    3    2    2    4    3    8    9    4 34.008023 0.000040 FAILURE  41
001100101    1    1    0    3    2    1    3    1  6.294238 0.614310 SUCCESS  42
001100111    1    3    1    3    6    1    3    1  9.276457 0.319514 SUCCESS  43
001101011    0    1    2    1    1    2    0    1  8.584688 0.378532 SUCCESS  44
001101101    1    0    2    1    2    1    2    3  5.446904 0.708915 SUCCESS  45
001101111    5    3    2    1   10    2    2    1 29.205359 0.000292 FAILURE  46
001110101    3    3    4    1    2    3    4    2  3.533783 0.896552 SUCCESS  47
001110111    0    3    3    1    6    2    5    9 30.241358 0.000192 FAILURE  48
001111011    5    6    3    5    3    2    4    4 13.483339 0.096266 SUCCESS  49
001111101    6    2    5    6    6    6    1    6 30.807350 0.000152 FAILURE  50
001111111    7    6    6    6    8    7    6    5 55.350251 0.000000 FAILURE  51
010000011    1    0    0    0    0    0    0    0 18.312482 0.019002 SUCCESS  52
010000111    4    0    0    0    0    1    1    0 15.237585 0.054687 SUCCESS  53
010001011    0    1    1    1    0    0    0    2 12.632695 0.125128 SUCCESS  54
010001111    3    1    1    3    0    3    3    1  5.635568 0.687978 SUCCESS  55
010010011    3    1    0    1    2    0    0    0 11.911137 0.155213 SUCCESS  56
010010111    2    1    3    1    1    3    2    2  3.093566 0.928349 SUCCESS  57
010011011    2    2    2    2    1    1    3    1  3.030678 0.932418 SUCCESS  58
010011111    4    5    2    2    5    5    1    6 15.899565 0.043840 SUCCESS  59
010100011    2    1    0    0    2    0    0    0 13.480029 0.096366 SUCCESS  60
010100111    0    0    2    1    0    2    1    5 12.162689 0.144091 SUCCESS  61
010101011    2    3    2    3    1    2    2    0  3.940900 0.862416 SUCCESS  62
010101111    5    2    4    5    5    4    4    2 11.725783 0.163865 SUCCESS  63
010110011    3    2    0    2    5    2    2    0  8.240459 0.410341 SUCCESS  64
010110111    2    4    7    7    2    3    4    7 28.986906 0.000319 FAILURE  65
010111011    5    7    6    1    4    6    5    3 27.355126 0.000614 FAILURE  66
010111111    8    6    8   10   10   15   12    4 187.223247 0.000000 FAILURE  67
011000111    1    2    4    2    2    1    1    0  6.357126 0.607295 SUCCESS  68
011001111    5    7    3    7    7    2    7    4 39.532244 0.000004 FAILURE  69
011010111    2    7    9    1    5    6    3    5 39.280692 0.000004 FAILURE  70
011011111   12    5    8   10   11    8   10   11 178.875682 0.000000 FAILURE  71
011101111    9   10   10    4   12   11   10   13 209.631263 0.000000 FAILURE  72
